Model,Property,Epoch,Train_Loss,Test_Loss,Test_AUC,Test_Acc,Grad_Atom,Grad_Bond,Grad_GNN
quantum,gap,31,0.412711367449321,0.45346486866636415,0.8801855417821034,0.7833333333333333,0.5607589426498353,0.634753040132839,1.1839511126285778
quantum,gap,32,0.4099632137918875,0.4606004716136486,0.8767095518001181,0.7933333333333332,0.5588671755614187,0.635327928861329,1.1972833309413295
quantum,gap,33,0.4124548845962428,0.4703931031015648,0.8761253809729388,0.7906666666666669,0.558762186926681,0.6321147939681993,1.1894697014186446
quantum,gap,34,0.4112966520976783,0.45040474216584336,0.8806138525302707,0.8019999999999999,0.5723273707331157,0.641405269915467,1.192609499619927
quantum,gap,35,0.413242282201843,0.4398021828950709,0.8843192982241265,0.796,0.5598246576776631,0.6574191222248523,1.2053397760241409
quantum,gap,36,0.40995457210037695,0.457990791074968,0.8810607001255087,0.7966666666666666,0.5416774141201681,0.662349419982044,1.1703549458213847
quantum,gap,37,0.4110709484306116,0.4371910335833018,0.8865573827119443,0.7973333333333332,0.558708325024233,0.6403393248157515,1.178127286248424
quantum,gap,38,0.4107109449390579,0.4564037051750214,0.8889436027463539,0.796,0.5491806363161309,0.6367785086852362,1.1557962771426842
quantum,gap,39,0.40667580403284714,0.4568018210308207,0.8797983722160255,0.7953333333333334,0.5646445396886611,0.6300198763653517,1.1699557670970826
quantum,gap,40,0.40994546335000825,0.4342422897345835,0.8853789579409043,0.7979999999999999,0.5724310967240009,0.6558830698474118,1.1987216503680411
quantum,gap,41,0.40800371002375535,0.4480580570211501,0.8812346362101128,0.8000000000000002,0.5782107428293264,0.6356719699286278,1.1791474073353077
quantum,gap,42,0.4054869214004288,0.44062765090815814,0.8889540856183729,0.7993333333333332,0.5736228455129303,0.6357987414548549,1.1655215123047502
quantum,gap,43,0.4079564049584764,0.4418504816956056,0.8867284093913315,0.7953333333333333,0.5898340681077539,0.6308463600367696,1.1840891103478934
quantum,gap,44,0.40708376632756077,0.4319091636919253,0.8931777570231043,0.8086666666666668,0.6001233375281448,0.6312272307200202,1.1857769908494655
quantum,gap,45,0.4075221853063661,0.4403813513242202,0.8879803985281856,0.7953333333333332,0.6001327483714298,0.5837179365598345,1.1501466483852496
quantum,gap,46,0.4045356734792727,0.4334367430815195,0.8852396024699587,0.7899999999999999,0.5836069344500032,0.602753372505582,1.1528532751859657
quantum,gap,47,0.405700922188269,0.4512255867238296,0.889003048945001,0.7946666666666667,0.5963679006898275,0.610725157901901,1.1742132195890183
quantum,gap,48,0.4090595749019571,0.44463302405728794,0.8918888964313002,0.782,0.6073024845108516,0.6085440797303745,1.1568636280158933
quantum,gap,49,0.40498125556447395,0.4306122997429166,0.8907311215662738,0.8066666666666666,0.5989648766777995,0.6072722342244313,1.157147259825267
quantum,gap,50,0.407502886292061,0.4286078284748231,0.8888618590194184,0.7953333333333332,0.6009133816850138,0.6381310762989758,1.1591843396400319
quantum,gap,51,0.40496452691312135,0.4401507512264276,0.8859143870656039,0.792,0.6125816261089232,0.6148444595174889,1.162639260622973
quantum,gap,52,0.403061207812625,0.446163460663458,0.8843816397561237,0.7986666666666666,0.6223628440152417,0.6240383032641815,1.1644104269717894
quantum,gap,53,0.4051067584423909,0.44304672312305077,0.8840637680322558,0.782,0.613660619355179,0.6314743300249533,1.1437466640064433
quantum,gap,54,0.40631523522285695,0.4668257406117459,0.8880644962688107,0.7739999999999999,0.6113588733316194,0.6506352437118296,1.1537715856410036
quantum,gap,55,0.406423761793409,0.4461763405170228,0.8826971399008142,0.8033333333333333,0.6214099469659518,0.617410827080551,1.1316080762646754
quantum,gap,56,0.40741729384449127,0.41916228030479036,0.8910047884428625,0.8106666666666668,0.6208553385562532,0.6441761646995343,1.151627554324255
quantum,gap,57,0.4072128943424689,0.45240081420971306,0.8829906940453727,0.7906666666666665,0.6030627693979465,0.6418093545127423,1.1445652422729142
quantum,gap,58,0.4050057730313471,0.4538395635150554,0.8829274338470775,0.8053333333333335,0.6106688348263338,0.6228559324302356,1.1277295473451872
quantum,gap,59,0.406969991688822,0.46755726223293703,0.8790526945505303,0.7886666666666667,0.6221999796018074,0.6241517284105111,1.141148326355802
quantum,gap,60,0.40511039429594325,0.43248357100515084,0.8890910070947188,0.8006666666666666,0.6135261116401479,0.6283715127287258,1.138127166175885
quantum,gap,61,0.4043863031321326,0.44145456627873736,0.884084019068087,0.8053333333333335,0.6156685546782442,0.6577833533951323,1.148554616274893
quantum,gap,62,0.4041012349420889,0.4461356644355522,0.8886104549275136,0.7873333333333333,0.6043700346169969,0.6260917635182486,1.130359302978603
quantum,gap,63,0.4048930081222304,0.43834699765070895,0.8889120662872291,0.8,0.6150880433726669,0.688325561520984,1.1522012632858878
quantum,gap,64,0.4016896613612778,0.43504422585814,0.8883483742440921,0.7973333333333333,0.6020839070386766,0.6408432174848022,1.1021311956839612
quantum,gap,65,0.402499831865907,0.4682929000959848,0.885428242714789,0.7673333333333334,0.6271615452191208,0.6535839907627541,1.1707077360092257
quantum,gap,66,0.40357077936436925,0.4536003206427049,0.8923092946100967,0.78,0.6135298757775776,0.6418491387150542,1.1181285353549937
quantum,gap,67,0.4070214877694632,0.43880109594117667,0.8885148041380602,0.8006666666666666,0.6147186047270836,0.6420738431811306,1.1331644232380866
quantum,gap,68,0.40355278946435663,0.44089216681139287,0.8870720641196799,0.7926666666666667,0.6009870463460817,0.6500149158852566,1.1302024956393923
quantum,gap,69,0.4047275093466373,0.44591369320107815,0.8821703524398515,0.798,0.613963558775032,0.6337516226624016,1.1139972421378972
quantum,gap,70,0.4038987407086386,0.4405965948542671,0.8846612575546875,0.7953333333333334,0.5993914053119023,0.6236434070979572,1.092873328344648
quantum,gap,71,0.40680463196991967,0.4458559032966514,0.8829365184923768,0.8046666666666666,0.6226922031703834,0.6651749913184231,1.1408163597590222
quantum,gap,72,0.4071035520023896,0.44663268064755535,0.8859365233700446,0.7939999999999999,0.6112748357589564,0.6351052298927118,1.117262023870801
quantum,gap,73,0.40646126895186113,0.4453619013635131,0.8838243940361478,0.786,0.6088293056912376,0.6430840241172568,1.1120309939988489
quantum,gap,74,0.4032878447409803,0.4459692523500568,0.8850970829214517,0.7906666666666666,0.6192867636300579,0.6424289635049085,1.131892159079081
quantum,gap,75,0.40619680824882803,0.43475849278411866,0.8866325353579956,0.8033333333333331,0.6252203289526441,0.6597862642044416,1.1480689953264829
quantum,gap,76,0.4017977843459854,0.4428369700028737,0.8844371027520472,0.8006666666666667,0.6127376668937717,0.6207849164418437,1.1175869637142672
quantum,gap,77,0.40418096416598015,0.44584802807124896,0.8883141609891059,0.7933333333333333,0.6031089680150554,0.6249063396097941,1.1174578047524404
quantum,gap,78,0.40374383538622355,0.43359348523069396,0.8878804754316418,0.7946666666666665,0.6193339052957147,0.6251065673203345,1.1413281620728775
quantum,gap,79,0.4071083845129194,0.43431691536921424,0.8908068948126777,0.7926666666666666,0.6283339185362063,0.6144590888775603,1.1300400523163943
quantum,gap,80,0.40521853592006335,0.4528786625226127,0.8850745663490309,0.7939999999999999,0.6007380747161869,0.6284351423168626,1.1085257635671524
quantum,gap,81,0.4061525324150847,0.44979973088563563,0.888953502885726,0.7913333333333334,0.599307991634441,0.6334952989307527,1.1069989284125792
quantum,gap,82,0.40364428956278636,0.4589384348576859,0.8808651288533303,0.7686666666666666,0.6152550800380828,0.6464450285082173,1.1240876849929033
quantum,gap,83,0.4059183044136011,0.44994046192484644,0.882778264978042,0.7893333333333333,0.6245330326486872,0.6597029686026852,1.1303992711496356
quantum,gap,84,0.40640888050746005,0.44663621871935905,0.886856866993258,0.796,0.6038447344082212,0.6603865757549172,1.1126261392454757
quantum,gap,85,0.405629015452424,0.4297222298891459,0.8870034808949079,0.7873333333333333,0.6197425447344785,0.657556103439821,1.14700981005551
quantum,gap,86,0.40624813667433274,0.43702972101409615,0.8891829113868497,0.792,0.600641269493828,0.6398164497770612,1.1210910774432339
quantum,gap,87,0.4037161866016733,0.4318428231811461,0.8858441751436701,0.7946666666666667,0.6052207339336771,0.6440934561776337,1.1232537425931992
quantum,gap,88,0.4062177957977333,0.4413797783921648,0.8859712719277129,0.7933333333333333,0.6138749078344021,0.6626127011891956,1.1345556543619946
quantum,gap,89,0.4036322818776881,0.4294784873300541,0.8947638343943863,0.7986666666666667,0.6056778753543262,0.6495348366077175,1.1316971344263702
quantum,gap,90,0.40821345957695554,0.45345042967811483,0.8816128058586218,0.8026666666666665,0.6123169849630821,0.6418391680879065,1.1245991483026896
quantum,gap,91,0.403619456819579,0.44055247383985263,0.8874673905750251,0.792,0.6099620648909936,0.638899684968064,1.1269547929746744
quantum,gap,92,0.40429298493554794,0.44790651064003206,0.8850432360812064,0.792,0.6090563381579864,0.6461869680679762,1.1226926384791218
quantum,gap,93,0.40582192910628423,0.44293687824688827,0.8879277362303961,0.8,0.6286845819938433,0.651633695754987,1.1374146291838507
quantum,gap,94,0.40524007231648146,0.45173014081386775,0.888341124817412,0.7726666666666666,0.6076461989341001,0.6193664615382067,1.1162398421740944
quantum,gap,95,0.40381578079284175,0.4505089989439348,0.8856893187130052,0.782,0.6200420178885218,0.6194639059306823,1.1212459166190762
quantum,gap,96,0.40547178635485714,0.4443155503601252,0.8855450413734177,0.796,0.6232556776158893,0.6606247396392616,1.1358970658228038
quantum,gap,97,0.40673213783978374,0.4526661028789013,0.8860936724362223,0.786,0.6321293623072596,0.6424578005693373,1.152385636686793
quantum,gap,98,0.4050393265246017,0.44248144525408983,0.8835504441710509,0.8013333333333333,0.6267698074754635,0.6372375075695681,1.1358836137499073
quantum,gap,99,0.40415696716626826,0.44403494813514877,0.8883146674553624,0.792,0.6148771323962696,0.6485803127046152,1.116054865878125
quantum,gap,100,0.40492557451001393,0.4384531544053722,0.8868309421417242,0.7953333333333333,0.6265927775759624,0.6395962759632755,1.1574254370326835
quantum,gap,101,0.40549464774796445,0.44059437105195143,0.8839028935491949,0.7939999999999999,0.6267720396620892,0.6241648161286715,1.130706489288124
quantum,gap,102,0.4040423674207115,0.4317492318103985,0.8884100181647467,0.7946666666666667,0.6123377364494225,0.6372680387140697,1.1170830501215865
quantum,gap,103,0.4033564099069832,0.46149221918748323,0.8812749060044421,0.7926666666666667,0.6113327809242334,0.6154529528215897,1.1280153288912704
quantum,gap,104,0.40482177173405204,0.44753296088281946,0.8863361531917553,0.8073333333333332,0.6230828628698811,0.6293330277028699,1.1342836696217604
quantum,gap,105,0.4027072905970437,0.4562391792181539,0.8809169056203621,0.7953333333333333,0.6229714015814856,0.6337038078767223,1.1575920197187521
quantum,gap,106,0.4059644369104841,0.4429167819702683,0.8849007147404965,0.8006666666666667,0.6145215960571615,0.6254594631916552,1.1326815086224424
quantum,gap,107,0.4047708440193974,0.4378936100848077,0.8861279561455717,0.8066666666666666,0.6269690057485555,0.6358668610009778,1.1488311984510111
quantum,gap,108,0.4050825140745382,0.459850794738817,0.8842925080139281,0.7813333333333333,0.6105906725562478,0.6271241293322833,1.1120472419040972
quantum,gap,109,0.40450088699047404,0.4515859336649761,0.8887341861767941,0.7953333333333333,0.6142282471616066,0.6366055444404336,1.135100142252532
quantum,gap,110,0.405036142420764,0.431371526651842,0.8854463657020928,0.7986666666666666,0.6186179507135771,0.6268927313845454,1.1257147019153844
quantum,gap,111,0.40383703524074754,0.46569762103996987,0.8822720908224418,0.7859999999999999,0.6182621642711315,0.6737424074600237,1.1465383018278585
quantum,gap,112,0.40547664895662905,0.4406237074471063,0.8853684449583785,0.7926666666666666,0.6212885426311281,0.6289637288855948,1.1235400097281214
quantum,gap,113,0.40517506418140875,0.43187002072260655,0.8870131229944269,0.7913333333333334,0.6097883036107861,0.6280464646199726,1.1362899524182983
quantum,gap,114,0.4075959599149819,0.42760463584631603,0.894923017064521,0.796,0.6265515135965154,0.628377402877857,1.1341572322003435
quantum,gap,115,0.40557466137710385,0.46105515849768314,0.8813267694660485,0.786,0.6176752145520295,0.6505545703885611,1.1442830001972824
quantum,gap,116,0.40617810294883483,0.433266716432708,0.8894572411455076,0.7933333333333332,0.6132660691650289,0.6290507047320497,1.1257322368538218
quantum,gap,117,0.40536510933519904,0.4283234387619843,0.8911483417020566,0.7993333333333333,0.6200746526475418,0.6175158728943242,1.1174842621523624
quantum,gap,118,0.40401275925461116,0.4370949426626252,0.8867354030234653,0.7893333333333333,0.6187116664533281,0.6289038221094978,1.1328090650723122
quantum,gap,119,0.4045870819407316,0.44062497968605757,0.8895899730753424,0.7879999999999999,0.6139130139893157,0.6618688374169539,1.1368519241466748
quantum,gap,120,0.40449223898760645,0.44518497287332054,0.8885467827393952,0.7953333333333332,0.6202317730974165,0.6437107323854172,1.1260862928383397
quantum,gap,121,0.4048730529438587,0.44956040209666226,0.881299510503586,0.7913333333333333,0.6159462342556237,0.6688168453590162,1.1544781502013297
quantum,gap,122,0.40634307849040807,0.4393863592247228,0.8850945973350093,0.792,0.638149729152312,0.6463108328023071,1.1572001324203989
quantum,gap,123,0.4053718475450169,0.4453760419042446,0.8779229154351718,0.7973333333333332,0.6211505260590384,0.6435160226778965,1.154498237443423
quantum,gap,124,0.4056363739005249,0.44411655618249346,0.8806035310965689,0.8100000000000002,0.6377480753804018,0.6481816705718247,1.151796270760016
quantum,gap,125,0.40549254792935974,0.43808577958442274,0.8849821451958062,0.7979999999999999,0.6231222879036848,0.6423056784552967,1.15005104947339
quantum,gap,126,0.40452420347621443,0.4628821953183081,0.8809310275369944,0.7846666666666667,0.6268791149054211,0.6649484880738387,1.160934928474012
quantum,gap,127,0.4041911596928169,0.44976314131368705,0.8770337893984952,0.7806666666666666,0.6145975229049889,0.6515937792692615,1.1413888177361264
quantum,gap,128,0.40428539629553245,0.4428013278653718,0.8863175617512302,0.8059999999999998,0.6214169942554987,0.617384332812157,1.12387437049339
quantum,gap,129,0.4024599472670287,0.43561774585898816,0.8869853627196104,0.7939999999999999,0.6139998353308076,0.6422685736207853,1.1345048892375353
quantum,gap,130,0.40361576921097975,0.4286335844151802,0.8902801320303089,0.7939999999999999,0.6118124043990281,0.6379703353686651,1.1234244451939852
quantum,gap,131,0.40500855055830476,0.43673324301627386,0.8827571846462552,0.8093333333333333,0.6254603525614749,0.6342079302720025,1.1414503192035765
quantum,gap,132,0.40190210049550235,0.4408522754383951,0.8847230069108203,0.7939999999999999,0.6241242303339173,0.6757107388341664,1.1589814737144413
quantum,gap,133,0.4050559386045247,0.43745144466218333,0.8880813837434239,0.796,0.620310060399008,0.6842379247520947,1.1705730705409452
quantum,gap,134,0.4020839855924708,0.43887764939421803,0.8889085346209147,0.7973333333333334,0.6177007806611028,0.6152491265519532,1.148073195632728
quantum,gap,135,0.4036676180039865,0.44192274217882577,0.8876935562480185,0.796,0.6189351009479489,0.6561888188561922,1.143994855006985
quantum,gap,136,0.4031657741905418,0.4327661751651484,0.8871057191093827,0.788,0.6190208710741496,0.6623734102223657,1.1425657440973067
quantum,gap,137,0.4037588392804442,0.4528764526746064,0.8837694133484216,0.8033333333333333,0.6240720384622662,0.6642426284481145,1.1440945460065648
quantum,gap,138,0.40237586697384203,0.4566599216869892,0.8882980667738065,0.7953333333333333,0.6174980933864077,0.6231883412633934,1.130493669630024
quantum,gap,139,0.40436018360813375,0.43365214828322374,0.8871862362336079,0.8006666666666666,0.6194929783209918,0.6601773582199176,1.1423332511606787
quantum,gap,140,0.40316163620967255,0.44463254951972403,0.8894069177154094,0.796,0.6319887011801903,0.6434443348081346,1.1554773166630876
quantum,gap,141,0.4034660414919469,0.43170397835672586,0.8892693455334426,0.8119999999999999,0.6213377123664177,0.6542324315747094,1.1529690313133514
quantum,gap,142,0.40626403351556223,0.447765081360114,0.8861199311312337,0.7906666666666667,0.5997880645809671,0.6747387414021534,1.140179386330769
quantum,gap,143,0.40544987511205066,0.448388013304056,0.8905025419043484,0.772,0.6228563659743253,0.6196408527219913,1.1205022877071575
quantum,gap,144,0.40297445943763055,0.4451008530392143,0.8889740064643226,0.8106666666666668,0.6243978196694321,0.6346649989703304,1.1408293669060983
quantum,gap,145,0.403197535490473,0.4218134088741686,0.8946523001720189,0.8039999999999999,0.6304844389170814,0.6480245332643402,1.1343458748350261
quantum,gap,146,0.4054308862575409,0.44028017931711416,0.8887087744607195,0.7953333333333334,0.6409007762606695,0.6517419067324972,1.1477933756139245
quantum,gap,147,0.4045015850363615,0.44274108810114743,0.8852581273437835,0.7973333333333333,0.6158891817565804,0.6274025652992904,1.127246646116083
quantum,gap,148,0.4064720267179135,0.43292493908798224,0.8876607510933237,0.8019999999999999,0.6304931374262004,0.657524150415139,1.1343522402568573
quantum,gap,149,0.40769709195182635,0.442589442825981,0.8881645499457719,0.7939999999999999,0.6221550220132669,0.6602975398369904,1.1388440566732696
quantum,gap,150,0.4052848918974612,0.4293024339397671,0.8882997125985662,0.8026666666666665,0.6307071878286278,0.6318049439247956,1.1427449473536015
quantum,gap,151,0.4045229993639573,0.4339058266618509,0.8878393197328673,0.7986666666666667,0.6344809087631605,0.658366294584187,1.1539484495377168
quantum,gap,152,0.40254611842371196,0.42843668954946923,0.8893715397857523,0.8006666666666667,0.6316801452881726,0.6086432405844371,1.1278640765180066
quantum,gap,153,0.4036300746797624,0.4397556295868223,0.8866752017485975,0.7886666666666666,0.6295135937411241,0.6520014455029347,1.1403644920955773
quantum,gap,154,0.4035103274130044,0.4301532798617685,0.889523351917408,0.8066666666666666,0.6362620858995626,0.6249415585908515,1.1541589907075402
quantum,gap,155,0.40453749025901853,0.43416189773010644,0.8891209565160981,0.8106666666666668,0.654202880458485,0.620984622704259,1.1473760601783265
quantum,gap,156,0.40407924362417297,0.4383748901680722,0.8827779216012825,0.7953333333333333,0.6424877209121116,0.6303088399972461,1.1332300519616068
quantum,gap,157,0.40325616576320245,0.4360983461842527,0.8879496586705166,0.806,0.6302168762850074,0.6571160817112865,1.1322034760268234
quantum,gap,158,0.4053495111931384,0.4486822358469217,0.8892660377317366,0.796,0.6326394983553975,0.6286170698776352,1.1298928793006104
quantum,gap,159,0.40489054591857504,0.43432012203955306,0.8909527360753083,0.7966666666666666,0.6011664198787068,0.632878074216767,1.1207614721937353
quantum,gap,160,0.40276489083388406,0.44216612278514555,0.8845973722182698,0.7926666666666666,0.6240967892816573,0.6160092430146135,1.130298817766842
quantum,gap,161,0.4046233996522911,0.4381369522516131,0.8849135928921251,0.7979999999999999,0.6315286601085943,0.6502072782300476,1.141944347685706
quantum,gap,162,0.405181526507213,0.42649236193244483,0.8957612889650829,0.7993333333333335,0.6296790235689145,0.6499054137119092,1.1600046099928956
quantum,gap,163,0.40189003587282424,0.43567039223085435,0.8861761030931085,0.7986666666666666,0.6170822350767147,0.618643744809738,1.124444619287567
quantum,gap,164,0.40581628577707446,0.428783687970223,0.8924898724354057,0.7953333333333333,0.6357509885206939,0.6707932526648467,1.162316407956176
quantum,gap,165,0.40478468998406525,0.4536051908159098,0.8850962336737401,0.7906666666666666,0.6210523635886592,0.6350677887789691,1.1329058464653299
quantum,gap,166,0.40412180786598234,0.4408718652577514,0.8849023056322738,0.8019999999999999,0.6196773002410146,0.6314038172045875,1.1301680454132041
quantum,gap,167,0.40543928674847274,0.43545465309931186,0.8869611706122793,0.798,0.6485436581603399,0.643432655113256,1.1658554071048035
quantum,gap,168,0.4022261893497003,0.43742240485020745,0.8902234663683564,0.8053333333333332,0.633152433126985,0.6305239698573526,1.1309266803270173
quantum,gap,169,0.40305318744448637,0.450928455957345,0.8882480722733386,0.788,0.6196223811872185,0.6413360664654321,1.1474105244787651
quantum,gap,170,0.4048213141008531,0.4383757373543243,0.8857278398438165,0.7966666666666666,0.6114893149678743,0.6515954605287313,1.1193005947864614
quantum,gap,171,0.4023093613673,0.4433536839660107,0.8857024172017877,0.794,0.616169140531927,0.6552414251811047,1.1534090768258638
quantum,gap,172,0.40515341025699253,0.4349637612533958,0.8899787144242817,0.8013333333333333,0.6264453629555623,0.6865133861493412,1.1688729488152008
quantum,gap,173,0.4020715358308184,0.4411943583817649,0.8886598379887785,0.7980000000000003,0.631338751394596,0.6472613813450361,1.1489719052958884
quantum,gap,174,0.40646240605639583,0.4378346369381612,0.8876564824205481,0.7939999999999999,0.6047156808061247,0.6616119824698912,1.1184459490395582
quantum,gap,175,0.40575184188616,0.43726546799837773,0.883461029459253,0.7953333333333333,0.6326348023628106,0.6531498316753027,1.1688460057965728
quantum,gap,176,0.40481457678306104,0.4461366317277812,0.8837115967373588,0.7913333333333334,0.6249535766092816,0.6350437094733427,1.1260014138164098
quantum,gap,177,0.40497929477117955,0.44275284238223805,0.8878350723191956,0.7886666666666668,0.6306914219920566,0.6292619948412607,1.1227660983394538
quantum,gap,178,0.4031156269947876,0.43884080375145273,0.8877697441370049,0.796,0.6239937160938308,0.6220391119241605,1.1492654022520545
quantum,gap,179,0.40429733043932714,0.4295529069375091,0.8917110898075326,0.8039999999999999,0.6211424420006253,0.6300778124385817,1.1384096478701546
quantum,gap,180,0.4029405083599496,0.4491340120563231,0.8828565861559111,0.7786666666666666,0.6417501946166443,0.6454953917787567,1.149362428553927
quantum,gap,181,0.40498945860324387,0.4446448776397083,0.8898096223724856,0.7906666666666666,0.6173586433505357,0.6384381570546152,1.130448902918205
quantum,gap,182,0.40396440768773223,0.44649410228359016,0.8894713998915851,0.8046666666666666,0.6319610838134156,0.6364823539533029,1.1395865992157308
quantum,gap,183,0.4041798711742456,0.44283736509589533,0.8843860178052434,0.8006666666666667,0.6199010457177361,0.6407707949641439,1.1302979143782403
quantum,gap,184,0.4056804736048904,0.46113729951397425,0.8879697446276387,0.7946666666666667,0.6182016102573471,0.6127208209983602,1.1205131028380368
quantum,gap,185,0.4057718489856958,0.43432544373753396,0.8934174370765223,0.796,0.6282828831494983,0.6286702577940584,1.1343938034756362
quantum,gap,186,0.4050429136991278,0.4494579966720182,0.8899905177368789,0.7873333333333333,0.6102371001592795,0.6376666125824724,1.1245122331957154
quantum,gap,187,0.4054691361338995,0.4356732165107533,0.8889067236026996,0.7953333333333332,0.6243977969968347,0.6583175278436592,1.1418517679541718
quantum,gap,188,0.40441961080536315,0.43987595614031305,0.8907996824245258,0.7953333333333333,0.627000074137374,0.6460113107450466,1.1388808451132675
quantum,gap,189,0.40582462362179966,0.4334450849567463,0.8898830047211079,0.804,0.6256285836452768,0.631158434828101,1.1249132102469068
quantum,gap,190,0.40361287956917424,0.4353558756540744,0.8864712319926525,0.7866666666666667,0.6111369535688792,0.6626771397806416,1.1208200725177329
quantum,gap,191,0.40201719143930703,0.44135339528162143,0.8909914606542768,0.7913333333333332,0.6354838017463987,0.6371508093893086,1.1429871744315037
quantum,gap,192,0.40561938809096354,0.44996227107220366,0.8883160847857967,0.7926666666666666,0.6139207798912695,0.6211115827353411,1.1158206688398062
quantum,gap,193,0.4018196568509643,0.43930704966814177,0.887954422330987,0.8006666666666666,0.6166308622697563,0.6532472520127304,1.1269296737122685
quantum,gap,194,0.40318268527865736,0.4504803531551903,0.8848300574244348,0.7946666666666665,0.6157809521868851,0.6111737641376707,1.1107986689582559
quantum,gap,195,0.4026521991495719,0.4328473548038952,0.8880386570535428,0.8006666666666666,0.6342589930787683,0.6485778429058418,1.138624007194068
quantum,gap,196,0.4090589759196714,0.4432951710410622,0.8847217062060713,0.8019999999999999,0.6264159227985239,0.644430182159488,1.1251119675770085
quantum,gap,197,0.40477114108724843,0.4319927066539604,0.886999918500336,0.8126666666666666,0.6198035165386112,0.609791065266928,1.10993804948169
